"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_id","comparison"
13.0160318940684,9.63148086234042,66.7765000641403,6.66192765045286e-11,9.02921776330809e-07,13.6777043125686,"ENSMUSG00000069917.7","Erythroblast vs CMP"
8.29902734771034,8.81009690969401,53.9576908201415,2.86485880939208e-10,9.02921776330809e-07,13.8068270444841,"ENSMUSG00000034248.7","Erythroblast vs CMP"
6.70618213761123,9.25219297199932,53.7933222884375,2.92527829085349e-10,9.02921776330809e-07,14.0319013165678,"ENSMUSG00000053641.8","Erythroblast vs CMP"
7.55536345211857,8.54161798181639,52.7435365591543,3.34746087651373e-10,9.02921776330809e-07,13.7377471651293,"ENSMUSG00000042331.9","Erythroblast vs CMP"
7.13801776564934,8.37165170700462,52.3018581577458,3.5456529686349e-10,9.02921776330809e-07,13.7183926989677,"ENSMUSG00000027346.11","Erythroblast vs CMP"
6.69923167191989,9.61565055043789,51.3452797042214,4.02278476231082e-10,9.02921776330809e-07,13.8321664456041,"ENSMUSG00000028906.11","Erythroblast vs CMP"
6.74823802232744,8.8828663271373,49.6378435559728,5.06958626008009e-10,9.02921776330809e-07,13.5834966980378,"ENSMUSG00000004319.11","Erythroblast vs CMP"
7.95277847292809,9.65582077675327,47.8008058670798,6.56079574803487e-10,9.02921776330809e-07,13.3892921569764,"ENSMUSG00000022100.9","Erythroblast vs CMP"
6.88775505439259,7.61399671735816,47.6652742437074,6.68940086993639e-10,9.02921776330809e-07,13.1104229770202,"ENSMUSG00000040859.10","Erythroblast vs CMP"
8.03181033761124,7.78253971471216,46.9266315006911,7.44316261458525e-10,9.02921776330809e-07,12.9047464051698,"ENSMUSG00000020300.10","Erythroblast vs CMP"
6.47435860786292,7.61972318586848,45.958599028901,8.58301169986518e-10,9.02921776330809e-07,12.989256378837,"ENSMUSG00000059495.9","Erythroblast vs CMP"
5.63645202994986,9.98605478830073,45.5527034766481,9.11955057741968e-10,9.02921776330809e-07,13.2441607928818,"ENSMUSG00000022797.11","Erythroblast vs CMP"
6.65105334293009,7.58759678485907,45.3790053084213,9.36082212976892e-10,9.02921776330809e-07,12.894886001841,"ENSMUSG00000024588.8","Erythroblast vs CMP"
6.76147096061212,9.21329915916242,45.1227997015713,9.73016893993307e-10,9.02921776330809e-07,13.1142376795844,"ENSMUSG00000026532.7","Erythroblast vs CMP"
6.96732456609762,7.15788135785934,44.2423543079785,1.11328681515689e-09,9.02921776330809e-07,12.5905449771211,"ENSMUSG00000079557.6","Erythroblast vs CMP"
6.26452721345917,8.99536659936138,44.1666610818202,1.12639091291641e-09,9.02921776330809e-07,13.0005284210819,"ENSMUSG00000032411.11","Erythroblast vs CMP"
10.2428439402334,8.45629695451002,44.1417243680423,1.13074661011585e-09,9.02921776330809e-07,12.3935113368211,"ENSMUSG00000042066.11","Erythroblast vs CMP"
