"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_id","comparison"
7.05102809759812,8.55557967230154,36.11176294978,5.54030064664034e-08,5.11485583927015e-05,9.0554499205245,"ENSMUSG00000042744.12","Erythroblast vs HSC"
9.03393621982786,7.82698349382086,35.9202151750643,5.71114709693181e-08,5.11485583927015e-05,8.61997284314677,"ENSMUSG00000020641.11","Erythroblast vs HSC"
10.5471710598552,6.98230206788044,35.0820988759374,6.53535382376021e-08,5.11485583927015e-05,7.49913621332486,"ENSMUSG00000044468.10","Erythroblast vs HSC"
6.14248583537588,9.10045033935335,35.0679293411862,6.55044473698943e-08,5.11485583927015e-05,9.00462703699005,"ENSMUSG00000032411.11","Erythroblast vs HSC"
18.5390748786549,2.07718862248184,34.4627402106138,7.23489523721707e-08,5.11485583927015e-05,5.33777392392904,"ENSMUSG00000082101.3","Erythroblast vs HSC"
5.47801436020797,8.82245070329177,34.0115746890463,7.80011084283719e-08,5.11485583927015e-05,8.88348130354759,"ENSMUSG00000024052.13","Erythroblast vs HSC"
6.96632560851696,8.96044982858906,33.7535112992438,8.14667971006723e-08,5.11485583927015e-05,8.80584675296787,"ENSMUSG00000026028.8","Erythroblast vs HSC"
7.38513854451156,7.15331266763729,33.6515743154556,8.28853518887261e-08,5.11485583927015e-05,8.46125258075167,"ENSMUSG00000037415.5","Erythroblast vs HSC"
6.24115285417215,7.71157603240393,33.0989596385534,9.10996578419495e-08,5.11485583927015e-05,8.65531705231435,"ENSMUSG00000011831.12","Erythroblast vs HSC"
6.87767476306375,7.27249788098803,33.0091852797607,9.25225797356224e-08,5.11485583927015e-05,8.49368656298815,"ENSMUSG00000021792.11","Erythroblast vs HSC"
5.80884045946597,8.23757099433422,32.9266323090396,9.38541138502822e-08,5.11485583927015e-05,8.70470545403616,"ENSMUSG00000045973.14","Erythroblast vs HSC"
6.43486519828843,7.77831697182907,32.3148411803034,1.04454801304883e-07,5.11485583927015e-05,8.54960004581313,"ENSMUSG00000000804.10","Erythroblast vs HSC"
7.07442580470916,6.88697416268626,32.0514996671732,1.09446591237555e-07,5.11485583927015e-05,8.23124912009345,"ENSMUSG00000032126.11","Erythroblast vs HSC"
6.998711872466,7.08533270593861,31.7893082907941,1.14697005639277e-07,5.11485583927015e-05,8.27484629398816,"ENSMUSG00000031974.8","Erythroblast vs HSC"
5.71217815028172,8.02771917723729,31.7572896930253,1.15358225082802e-07,5.11485583927015e-05,8.53381755477596,"ENSMUSG00000059495.9","Erythroblast vs HSC"
7.0673575720951,6.70629554862873,31.6788504779278,1.16997075475223e-07,5.11485583927015e-05,8.11858590977416,"ENSMUSG00000026311.12","Erythroblast vs HSC"
5.17791592784031,8.50321226466352,31.6694169899776,1.17196006626062e-07,5.11485583927015e-05,8.5611345408242,"ENSMUSG00000033767.10","Erythroblast vs HSC"
7.83567532604056,6.62281423637688,31.5876397462228,1.18937244392955e-07,5.11485583927015e-05,7.90262156519335,"ENSMUSG00000056091.8","Erythroblast vs HSC"
12.1563861723139,7.61453169292542,31.556525570055,1.19607702372376e-07,5.11485583927015e-05,7.11901848355144,"ENSMUSG00000052305.5","Erythroblast vs HSC"
6.23565438108014,7.83691348999307,31.3185325325143,1.24885416705269e-07,5.11485583927015e-05,8.43041943977798,"ENSMUSG00000037287.10","Erythroblast vs HSC"
5.82082470542171,8.02516129728276,31.226559389044,1.26997899081003e-07,5.11485583927015e-05,8.45386910706775,"ENSMUSG00000029613.11","Erythroblast vs HSC"
7.66892087645032,6.86585906620595,30.7382863650284,1.38940798508839e-07,5.11485583927015e-05,7.96939989785995,"ENSMUSG00000079557.6","Erythroblast vs HSC"
5.17966353191315,8.49642930379408,30.5530884382125,1.43812121526951e-07,5.11485583927015e-05,8.39544254574655,"ENSMUSG00000070733.9","Erythroblast vs HSC"
5.79671844964247,7.97454631773256,30.4959840458786,1.45354393519042e-07,5.11485583927015e-05,8.34458918420566,"ENSMUSG00000029780.10","Erythroblast vs HSC"
6.53828915334356,7.53538221121113,30.3850698773387,1.48405774029454e-07,5.11485583927015e-05,8.24079113462657,"ENSMUSG00000025728.10","Erythroblast vs HSC"
17.0128101203611,1.31479160861517,30.2514495164243,1.52182215866782e-07,5.11485583927015e-05,5.18653356100594,"ENSMUSG00000044352.6","Erythroblast vs HSC"
7.11968919358298,6.35699344818137,30.2140668261281,1.5325885503457e-07,5.11485583927015e-05,7.79319058031245,"ENSMUSG00000019302.12","Erythroblast vs HSC"
4.81272468626388,9.21691925458851,30.2112465761565,1.5334044155286e-07,5.11485583927015e-05,8.36380093615303,"ENSMUSG00000038733.9","Erythroblast vs HSC"
5.06052078076973,10.0770904407009,30.2075629037983,1.53447082640398e-07,5.11485583927015e-05,8.36383552212484,"ENSMUSG00000038664.12","Erythroblast vs HSC"
7.6934783390336,8.00045517927838,30.1507135955208,1.55103938065244e-07,5.11485583927015e-05,8.18767267929714,"ENSMUSG00000020300.10","Erythroblast vs HSC"
4.79942541464539,8.90842858567723,30.124147529445,1.55885390239207e-07,5.11485583927015e-05,8.34583901478458,"ENSMUSG00000035941.11","Erythroblast vs HSC"
5.72152739542978,7.52746382800587,30.0420059688066,1.58331011757514e-07,5.11485583927015e-05,8.23970713985362,"ENSMUSG00000026880.10","Erythroblast vs HSC"
5.60360362088358,7.73704256076175,30.0419629490359,1.58332304341949e-07,5.11485583927015e-05,8.265661267752,"ENSMUSG00000001156.7","Erythroblast vs HSC"
7.17475696381948,6.68635062492282,29.9899426142389,1.59904423410648e-07,5.11485583927015e-05,7.88955881955625,"ENSMUSG00000018983.9","Erythroblast vs HSC"
5.68534814333983,7.04990465088909,29.5382016981377,1.74355341357612e-07,5.45843509092745e-05,8.10357076449375,"ENSMUSG00000026571.8","Erythroblast vs HSC"
5.45143292795953,7.53165145968838,29.2470205736756,1.84483433465875e-07,5.65518591670183e-05,8.13011851740647,"ENSMUSG00000018796.8","Erythroblast vs HSC"
16.4153641012133,1.01682633987629,29.1219670584716,1.89044063728394e-07,5.67672317081549e-05,5.13264466136831,"ENSMUSG00000046942.13","Erythroblast vs HSC"
5.73183570962568,6.76591211419634,28.8705650021858,1.98619139248177e-07,5.80777980849779e-05,7.94985553003494,"ENSMUSG00000020034.7","Erythroblast vs HSC"
5.04022640415387,7.87306151625454,28.8026499283063,2.01302684676762e-07,5.80777980849779e-05,8.0944828734212,"ENSMUSG00000034663.9","Erythroblast vs HSC"
6.22360877458204,8.41015159073239,28.6656185525376,2.06847869661269e-07,5.85299914268444e-05,8.0666315751568,"ENSMUSG00000029922.11","Erythroblast vs HSC"
5.2612278646739,13.6166884027906,28.468373491933,2.15147602424484e-07,5.85782159218753e-05,8.01029653737428,"ENSMUSG00000097971.3","Erythroblast vs HSC"
7.70773614643688,7.65355235555236,28.4482639967422,2.16015526815195e-07,5.85782159218753e-05,7.87617832673744,"ENSMUSG00000038871.5","Erythroblast vs HSC"
5.72769227559668,6.53956321901929,28.380703707808,2.18961660711101e-07,5.85782159218753e-05,7.82605990383709,"ENSMUSG00000079418.3","Erythroblast vs HSC"
6.55869742633055,6.6026585237511,28.2703139170099,2.23877570705037e-07,5.88238317027484e-05,7.7328167735133,"ENSMUSG00000053835.13","Erythroblast vs HSC"
6.49788444996884,7.27440094910905,28.1314203218345,2.30247993691557e-07,5.94362978803083e-05,7.85965146968674,"ENSMUSG00000025702.11","Erythroblast vs HSC"
7.42435199590667,7.38020942075858,27.9658282818489,2.38122963605632e-07,6.04093325257461e-05,7.76333881390337,"ENSMUSG00000051910.9","Erythroblast vs HSC"
5.1025394684129,6.75203940705885,27.71135139057,2.50849785352106e-07,6.07910325856902e-05,7.8096948598373,"ENSMUSG00000024410.10","Erythroblast vs HSC"
6.48417299492808,6.44663524922188,27.6555367266231,2.53746902988596e-07,6.07910325856902e-05,7.60559094387248,"ENSMUSG00000020235.12","Erythroblast vs HSC"
8.12065087656207,6.30107531599536,27.6065013669793,2.56324573633568e-07,6.07910325856902e-05,7.19930890576603,"ENSMUSG00000007659.14","Erythroblast vs HSC"
4.70726236541091,8.17693740334122,27.6049181671171,2.56408309272343e-07,6.07910325856902e-05,7.90663021595032,"ENSMUSG00000021939.7","Erythroblast vs HSC"
14.8968381073883,0.256608842565904,27.5322761394187,2.60285106218464e-07,6.07910325856902e-05,5.03280361261224,"ENSMUSG00000020866.13","Erythroblast vs HSC"
4.67172068142996,7.56981808234046,27.4441787813287,2.65079385674833e-07,6.09434075128047e-05,7.85407607408458,"ENSMUSG00000026457.10","Erythroblast vs HSC"
4.570281690467,8.33407105958976,27.2604014487412,2.75418192689715e-07,6.18302213266963e-05,7.85044371326623,"ENSMUSG00000042599.8","Erythroblast vs HSC"
5.88853779023864,6.77533086366437,27.0897369538343,2.85445331885329e-07,6.18302213266963e-05,7.65598844898149,"ENSMUSG00000027078.10","Erythroblast vs HSC"
4.76442876636377,7.64087071175865,27.08661302294,2.85632827332066e-07,6.18302213266963e-05,7.79178195745837,"ENSMUSG00000026657.12","Erythroblast vs HSC"
5.16193863017874,6.89810981778447,27.0149667214563,2.89972893564573e-07,6.18302213266963e-05,7.70842895310705,"ENSMUSG00000035476.5","Erythroblast vs HSC"
7.24212132043099,7.29620744688964,26.9674700200038,2.92892728576649e-07,6.18302213266963e-05,7.60481330244794,"ENSMUSG00000024588.8","Erythroblast vs HSC"
6.13121320655463,8.06677277714199,26.9310378612827,2.95155769787956e-07,6.18302213266963e-05,7.75290244692616,"ENSMUSG00000047648.9","Erythroblast vs HSC"
4.56546440418865,7.44124624047037,26.8506418334066,3.00222683804206e-07,6.18302213266963e-05,7.74240881982823,"ENSMUSG00000019189.9","Erythroblast vs HSC"
4.57297602214507,8.67920314008076,26.8141879731369,3.02553753943328e-07,6.18302213266963e-05,7.77448661908481,"ENSMUSG00000018909.11","Erythroblast vs HSC"
4.6548838393864,8.25948267918731,26.7413194109669,3.07277346294501e-07,6.19353270325655e-05,7.7515539424025,"ENSMUSG00000022051.11","Erythroblast vs HSC"
6.61872764172096,6.46558727966606,26.490033534688,3.24243582630416e-07,6.41271318436538e-05,7.41365813890085,"ENSMUSG00000062729.7","Erythroblast vs HSC"
5.4797075616466,7.64236597471992,26.41652923528,3.2941256437936e-07,6.41271318436538e-05,7.65248548435656,"ENSMUSG00000041740.12","Erythroblast vs HSC"
5.09297291557046,6.56469259745789,26.3910592315752,3.31226180516358e-07,6.41271318436538e-05,7.55789124647582,"ENSMUSG00000037536.9","Erythroblast vs HSC"
4.36470351081938,9.59311119276673,26.2913641846778,3.38438651708867e-07,6.46725496265489e-05,7.68319709056863,"ENSMUSG00000008730.13","Erythroblast vs HSC"
4.61524389106938,7.64682176547217,26.2189908738524,3.43790078356049e-07,6.48529129862936e-05,7.63372040818154,"ENSMUSG00000029221.11","Erythroblast vs HSC"
5.23484301298709,6.77602484979599,25.9758145695402,3.62512542148873e-07,6.60406675440923e-05,7.50444558800363,"ENSMUSG00000044768.12","Erythroblast vs HSC"
5.73369016616794,6.54176276750596,25.8415864763362,3.73358548245828e-07,6.60406675440923e-05,7.41208201382575,"ENSMUSG00000027510.13","Erythroblast vs HSC"
5.19798512694454,6.34146903305832,25.8328985628738,3.74073577914334e-07,6.60406675440923e-05,7.41596492208029,"ENSMUSG00000029512.7","Erythroblast vs HSC"
5.62255600382678,6.17398398332459,25.8171379234178,3.75374809395762e-07,6.60406675440923e-05,7.34128896099089,"ENSMUSG00000027330.12","Erythroblast vs HSC"
6.46025715168518,5.8139030722351,25.8165046551344,3.75427204222724e-07,6.60406675440923e-05,7.10453055338259,"ENSMUSG00000024663.13","Erythroblast vs HSC"
4.55215370646963,7.96691761095716,25.7973486545092,3.77016180080451e-07,6.60406675440923e-05,7.5638254027759,"ENSMUSG00000031154.11","Erythroblast vs HSC"
6.66626660577888,9.48984395334728,25.7120959140325,3.84184221162125e-07,6.65045485903471e-05,7.54724866644663,"ENSMUSG00000022797.11","Erythroblast vs HSC"
5.83991701907715,6.88512834737041,25.6370979571978,3.90622528584287e-07,6.68327893673163e-05,7.42087375460471,"ENSMUSG00000041528.11","Erythroblast vs HSC"
5.19170127044563,7.59882767172997,25.4619285503717,4.06159704818966e-07,6.70306532733799e-05,7.47445871929768,"ENSMUSG00000034761.11","Erythroblast vs HSC"
5.6108170339312,6.22334319197238,25.3950983436107,4.1227768841107e-07,6.70306532733799e-05,7.28152593844206,"ENSMUSG00000036390.6","Erythroblast vs HSC"
4.72142795433992,7.71298270184848,25.3804201441283,4.13635848018331e-07,6.70306532733799e-05,7.47152692347344,"ENSMUSG00000029313.14","Erythroblast vs HSC"
4.00519230478659,8.92902241739391,25.2625085006996,4.24738635233016e-07,6.70306532733799e-05,7.47587878550341,"ENSMUSG00000048756.7","Erythroblast vs HSC"
4.91733984146986,6.93937547693107,25.2330043915981,4.27571245545785e-07,6.70306532733799e-05,7.39381929030921,"ENSMUSG00000022280.8","Erythroblast vs HSC"
4.36928597950894,7.16688205481698,25.1767397698161,4.33034724526524e-07,6.70306532733799e-05,7.4116726807267,"ENSMUSG00000028557.6","Erythroblast vs HSC"
4.63538113280791,6.58770694128451,25.0969181956362,4.40926814399888e-07,6.70306532733799e-05,7.34428004679912,"ENSMUSG00000025217.10","Erythroblast vs HSC"
4.10573153932463,8.0891623514677,25.0368484021983,4.46977405005856e-07,6.70306532733799e-05,7.41744314566912,"ENSMUSG00000029826.10","Erythroblast vs HSC"
5.68323992144591,6.04020389625748,25.0135726461637,4.49348024097374e-07,6.70306532733799e-05,7.16156373403773,"ENSMUSG00000063952.11","Erythroblast vs HSC"
5.02459455048002,7.16911795716544,24.9299389904894,4.57988626316372e-07,6.70306532733799e-05,7.34905687899665,"ENSMUSG00000028436.8","Erythroblast vs HSC"
4.27697950070197,7.37085523167021,24.9204935784537,4.58976674541185e-07,6.70306532733799e-05,7.371021280934,"ENSMUSG00000037075.6","Erythroblast vs HSC"
8.68065725182967,6.2750151307929,24.8472246004908,4.66726577825038e-07,6.70306532733799e-05,6.65650816954609,"ENSMUSG00000041842.11","Erythroblast vs HSC"
4.8297397433718,8.2542335125657,24.8184774085241,4.69809122264737e-07,6.70306532733799e-05,7.36952669374503,"ENSMUSG00000043279.9","Erythroblast vs HSC"
4.78102219058893,6.99148507113356,24.8162197855814,4.70052215649006e-07,6.70306532733799e-05,7.31942373728133,"ENSMUSG00000000056.7","Erythroblast vs HSC"
5.92714228021732,7.7141707119117,24.8126316069946,4.70438882553732e-07,6.70306532733799e-05,7.33310968139936,"ENSMUSG00000039159.12","Erythroblast vs HSC"
5.45068927410991,7.22468558509359,24.8078884852227,4.70950580405615e-07,6.70306532733799e-05,7.31536167930421,"ENSMUSG00000047446.14","Erythroblast vs HSC"
4.85245418167963,6.30935284820167,24.784875521131,4.73442554511498e-07,6.70306532733799e-05,7.24001657422932,"ENSMUSG00000046404.5","Erythroblast vs HSC"
5.12569452604365,6.50920065842595,24.7817770577898,4.73779253801245e-07,6.70306532733799e-05,7.25183296615311,"ENSMUSG00000018659.8","Erythroblast vs HSC"
4.09668628204079,11.2787745766991,24.6888234431009,4.84012045440481e-07,6.73499423179446e-05,7.34908029171387,"ENSMUSG00000031004.7","Erythroblast vs HSC"
6.16235421581156,5.75598076916392,24.6187607947061,4.91896464661268e-07,6.73499423179446e-05,6.9444815636624,"ENSMUSG00000026027.9","Erythroblast vs HSC"
4.88315954037836,6.8338378598468,24.6182312238418,4.91956630453889e-07,6.73499423179446e-05,7.2648130536506,"ENSMUSG00000024072.8","Erythroblast vs HSC"
4.6636713901831,6.76263964128134,24.5365548169416,5.01340291934055e-07,6.73499423179446e-05,7.24886302838484,"ENSMUSG00000029516.15","Erythroblast vs HSC"
5.41775910162621,7.04021546130058,24.536457994045,5.01351539691504e-07,6.73499423179446e-05,7.24666040706571,"ENSMUSG00000026455.10","Erythroblast vs HSC"
13.1131644651827,1.55298052420442,24.5180133205295,5.03499636738746e-07,6.73499423179446e-05,4.74094176867422,"ENSMUSG00000069814.6","Erythroblast vs HSC"
4.43466530346242,8.6598902152222,24.2684858837037,5.33647849304797e-07,7.01832400721492e-05,7.26100476078974,"ENSMUSG00000026867.14","Erythroblast vs HSC"
4.15732833084777,7.93280890066053,24.2639060808895,5.34220666581535e-07,7.01832400721492e-05,7.25098633123602,"ENSMUSG00000040713.8","Erythroblast vs HSC"
4.63079967736177,7.01196602687001,24.2097977991988,5.4104313231321e-07,7.04505190164298e-05,7.20043573785373,"ENSMUSG00000049800.9","Erythroblast vs HSC"
6.15467558395256,5.96294979978413,24.1309758791084,5.51165480938276e-07,7.11390253204017e-05,6.91993065892277,"ENSMUSG00000083012.4","Erythroblast vs HSC"
5.29672099874093,6.17956293446745,24.0622589135923,5.60171780283602e-07,7.16727615225471e-05,7.04818384897211,"ENSMUSG00000003813.11","Erythroblast vs HSC"
4.6715528448067,7.15905490803549,24.0145791710974,5.66522361907792e-07,7.18604313199246e-05,7.16692890350833,"ENSMUSG00000001366.10","Erythroblast vs HSC"
5.10092386747224,7.166416913249,23.9398083650873,5.76652145346206e-07,7.2520168090804e-05,7.14249474428324,"ENSMUSG00000044792.6","Erythroblast vs HSC"
4.15875504153013,8.85751622721874,23.8914795143994,5.83312698660306e-07,7.27361275261673e-05,7.18107786814562,"ENSMUSG00000035248.8","Erythroblast vs HSC"
8.16686445746499,5.60849699312547,23.7783532739127,5.99259445727046e-07,7.40966679363677e-05,6.26042028078987,"ENSMUSG00000001763.10","Erythroblast vs HSC"
4.91886599034039,7.23788417945391,23.7273784329067,6.06611856543315e-07,7.43807238098195e-05,7.10452556546326,"ENSMUSG00000028995.10","Erythroblast vs HSC"
4.60415160518372,6.75998319517432,23.6813969630052,6.13334952994946e-07,7.45835578377491e-05,7.07370477344407,"ENSMUSG00000034317.10","Erythroblast vs HSC"
4.61913632147331,7.56209570584496,23.6360009628476,6.20058338141776e-07,7.47831015362139e-05,7.10139537123067,"ENSMUSG00000038843.13","Erythroblast vs HSC"
14.2359696366149,7.24466503151582,23.4852099156837,6.43020082971025e-07,7.62555619301379e-05,4.87395758465375,"ENSMUSG00000006574.11","Erythroblast vs HSC"
4.10880379902864,7.26061353355552,23.4713368751247,6.45182273465341e-07,7.62555619301379e-05,7.06070528090099,"ENSMUSG00000020196.9","Erythroblast vs HSC"
3.80749879190466,9.27212613348193,23.4545202426685,6.47814682701321e-07,7.62555619301379e-05,7.08541582091701,"ENSMUSG00000021282.12","Erythroblast vs HSC"
14.1861122976246,-0.0886949103354053,23.3893014013094,6.58143659784049e-07,7.65845317316547e-05,4.74320136677501,"ENSMUSG00000018566.10","Erythroblast vs HSC"
5.13163420819399,6.82658522362051,23.3419457020308,6.65764718859579e-07,7.65845317316547e-05,6.99011148654824,"ENSMUSG00000030217.2","Erythroblast vs HSC"
13.0498885968288,-0.674462564485074,23.328296465352,6.67980504271516e-07,7.65845317316547e-05,4.66689441503915,"ENSMUSG00000095892.1","Erythroblast vs HSC"
4.58036429206996,10.5276934968268,23.2894287009698,6.74337747893491e-07,7.65845317316547e-05,7.04432443903029,"ENSMUSG00000022283.10","Erythroblast vs HSC"
5.31335739290673,7.17421906796782,23.2362425112521,6.83152281885874e-07,7.65845317316547e-05,6.98704014060399,"ENSMUSG00000001918.13","Erythroblast vs HSC"
4.81018404770331,10.1474340625343,23.2188405270595,6.86065599342994e-07,7.65845317316547e-05,7.02837059544491,"ENSMUSG00000047139.8","Erythroblast vs HSC"
4.56541063453087,6.38927942668086,23.1669781734475,6.94834843938461e-07,7.65845317316547e-05,6.93386792036013,"ENSMUSG00000097119.1","Erythroblast vs HSC"
4.76579960704432,12.4137513146202,23.093927116295,7.07410832344016e-07,7.65845317316547e-05,6.98493153443685,"ENSMUSG00000101111.1","Erythroblast vs HSC"
4.34464585085594,7.08797346935134,23.0775830009393,7.10260957199308e-07,7.65845317316547e-05,6.96352833935727,"ENSMUSG00000027187.6","Erythroblast vs HSC"
4.26446703422917,7.03407109507411,23.0035220780837,7.23345851245585e-07,7.65845317316547e-05,6.94575448869718,"ENSMUSG00000029802.9","Erythroblast vs HSC"
6.81127338258656,5.3179909590861,23.0001718804821,7.23944408037385e-07,7.65845317316547e-05,6.35796803228452,"ENSMUSG00000026203.12","Erythroblast vs HSC"
4.09376149137935,9.03212350197277,22.9997201439373,7.24025161138368e-07,7.65845317316547e-05,6.97834955050993,"ENSMUSG00000037458.10","Erythroblast vs HSC"
4.32488371102955,7.43409979904528,22.9718875008668,7.29021005340854e-07,7.65845317316547e-05,6.95144838053712,"ENSMUSG00000042350.9","Erythroblast vs HSC"
5.75362125570747,9.63212791995027,22.9672309612997,7.29860777228942e-07,7.65845317316547e-05,6.9658219091119,"ENSMUSG00000036112.10","Erythroblast vs HSC"
12.8150708724025,-0.789877058932833,22.9062919739376,7.40955915283632e-07,7.65845317316547e-05,4.61023044531312,"ENSMUSG00000073063.3","Erythroblast vs HSC"
4.31324187543194,7.07353452106284,22.8935952626363,7.43292432427331e-07,7.65845317316547e-05,6.92173161539061,"ENSMUSG00000030055.12","Erythroblast vs HSC"
6.27548096567202,7.33243732714122,22.8914939357461,7.43679962775768e-07,7.65845317316547e-05,6.89061246843352,"ENSMUSG00000019838.10","Erythroblast vs HSC"
12.7711220844474,-0.803518075919118,22.862672691477,7.49019213480632e-07,7.65845317316547e-05,4.60375643518181,"ENSMUSG00000037106.8","Erythroblast vs HSC"
4.9357428779532,6.42050968721291,22.8391210991138,7.5341564011502e-07,7.65845317316547e-05,6.851826998447,"ENSMUSG00000030207.11","Erythroblast vs HSC"
4.19329302839843,7.72364497297883,22.8322345285781,7.54706884673775e-07,7.65845317316547e-05,6.92625361457946,"ENSMUSG00000036698.10","Erythroblast vs HSC"
5.63718493566545,5.44004498279869,22.7397632595827,7.72299315555436e-07,7.78329597882375e-05,6.58011246318416,"ENSMUSG00000055652.10","Erythroblast vs HSC"
3.75412125305798,8.31207093233822,22.7008623581586,7.79843543395488e-07,7.80586251532055e-05,6.90440674383427,"ENSMUSG00000029106.10","Erythroblast vs HSC"
4.84320853889858,6.32455509373586,22.599289142442,7.99953135692465e-07,7.88577522478658e-05,6.79220644391055,"ENSMUSG00000040010.10","Erythroblast vs HSC"
4.3486600263577,9.75098086830173,22.5723866416114,8.05380784419827e-07,7.88577522478658e-05,6.87725536898447,"ENSMUSG00000045962.12","Erythroblast vs HSC"
12.7172863843621,-0.841060652804256,22.5708774211019,8.05686550740414e-07,7.88577522478658e-05,4.57155083010743,"ENSMUSG00000090113.3","Erythroblast vs HSC"
3.92716960356146,8.11582934932844,22.5152621831497,8.17049664330497e-07,7.88577522478658e-05,6.85773938254536,"ENSMUSG00000031446.10","Erythroblast vs HSC"
3.99372004934474,8.17708554047709,22.5025798558776,8.19667125364583e-07,7.88577522478658e-05,6.85509514632231,"ENSMUSG00000019877.6","Erythroblast vs HSC"
5.26835742114609,8.44855428517735,22.486474290187,8.23005283112652e-07,7.88577522478658e-05,6.84799040199073,"ENSMUSG00000022957.15","Erythroblast vs HSC"
5.27599917185702,6.26935662894003,22.4551961836963,8.29533870654384e-07,7.88577522478658e-05,6.73471924025138,"ENSMUSG00000036352.12","Erythroblast vs HSC"
3.65055045303244,8.27209993738026,22.4263853928962,8.35601257760526e-07,7.88577522478658e-05,6.83852953347408,"ENSMUSG00000054693.10","Erythroblast vs HSC"
4.09708316788903,7.34566366244356,22.4242098230357,8.36061529880866e-07,7.88577522478658e-05,6.8232096119464,"ENSMUSG00000039697.11","Erythroblast vs HSC"
4.09889270646651,6.69013126887821,22.3375095966928,8.54648555203967e-07,8.00974448488609e-05,6.77992342207125,"ENSMUSG00000039770.5","Erythroblast vs HSC"
8.41550313309077,5.37612302374607,22.2645274336986,8.70671159216293e-07,8.02215915626997e-05,5.86331975921204,"ENSMUSG00000032656.10","Erythroblast vs HSC"
4.36232215768017,6.12978384622527,22.2591844959929,8.71857930840258e-07,8.02215915626997e-05,6.71530570257387,"ENSMUSG00000032204.9","Erythroblast vs HSC"
3.8009104110386,7.54054420832069,22.2570643152473,8.72329390378684e-07,8.02215915626997e-05,6.78848659183696,"ENSMUSG00000029190.15","Erythroblast vs HSC"
4.07235572139129,6.7416723334832,22.0517250865383,9.19440523893022e-07,8.20784227467741e-05,6.71557026629536,"ENSMUSG00000026150.10","Erythroblast vs HSC"
6.74341533110284,5.80899056112567,22.045629281292,9.20884059145499e-07,8.20784227467741e-05,6.40145090604353,"ENSMUSG00000034449.7","Erythroblast vs HSC"
14.3380959443109,-0.0364644100340423,22.0361148257064,9.2314247292145e-07,8.20784227467741e-05,4.63157400300402,"ENSMUSG00000091650.1","Erythroblast vs HSC"
4.13472303322186,6.29136757000504,22.0310587729661,9.24345253405848e-07,8.20784227467741e-05,6.68418181640295,"ENSMUSG00000020696.14","Erythroblast vs HSC"
4.74749548199512,5.65719588713851,22.0261940929388,9.25504243415822e-07,8.20784227467741e-05,6.57819972052562,"ENSMUSG00000042121.12","Erythroblast vs HSC"
4.67543741760299,5.8754132735524,22.0241569545042,9.25990089436218e-07,8.20784227467741e-05,6.61926830550493,"ENSMUSG00000020520.10","Erythroblast vs HSC"
8.71179882888309,6.93622790681763,21.9982934300559,9.32184470966331e-07,8.21327084179557e-05,6.42278729654686,"ENSMUSG00000064357.1","Erythroblast vs HSC"
4.57225711184748,7.17530949912804,21.9470161548678,9.44609771481511e-07,8.21859603123435e-05,6.70033644981042,"ENSMUSG00000026116.7","Erythroblast vs HSC"
6.9861077360899,5.16999625927365,21.9367535626177,9.47119828012674e-07,8.21859603123435e-05,6.0606649302842,"ENSMUSG00000038267.10","Erythroblast vs HSC"
15.7804499170156,0.703933856802389,21.9268660303291,9.49545552065951e-07,8.21859603123435e-05,4.64829300883683,"ENSMUSG00000075184.2","Erythroblast vs HSC"
