"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","comparison"
37882.2475999464,6.0616544104507,0.147911691266937,40.9815773082548,0,0,"ENSMUSG00000000804.10","Erythroblast vs CMP"
27477.6098371544,6.89622284830721,0.145581616604881,47.3701488493842,0,0,"ENSMUSG00000001156.7","Erythroblast vs CMP"
15725.0539862714,6.35547830628051,0.144491285846207,43.9852013847059,0,0,"ENSMUSG00000001763.10","Erythroblast vs CMP"
93127.6840412645,6.83507532700057,0.128489536005128,53.1955794962774,0,0,"ENSMUSG00000004319.11","Erythroblast vs CMP"
9766.79727952465,6.98697231692028,0.181315119373565,38.5349679665984,0,0,"ENSMUSG00000007379.11","Erythroblast vs CMP"
24348.8766674553,8.41286412665272,0.178092492077836,47.2387354935539,0,0,"ENSMUSG00000007659.14","Erythroblast vs CMP"
66775.172385099,4.75986498622248,0.122168020016199,38.9616283016728,0,0,"ENSMUSG00000008730.13","Erythroblast vs CMP"
33604.617576717,6.97941941976756,0.177088402397447,39.4120638352327,0,0,"ENSMUSG00000011831.12","Erythroblast vs CMP"
37954.227526942,4.93451476226482,0.12711489621091,38.8193273121779,0,0,"ENSMUSG00000018909.11","Erythroblast vs CMP"
17901.4196104909,6.19684921226328,0.132411983317636,46.7997612980237,0,0,"ENSMUSG00000019302.12","Erythroblast vs CMP"
27130.4790132639,5.68147670341271,0.140507779574551,40.4353176786073,0,0,"ENSMUSG00000019838.10","Erythroblast vs CMP"
66861.134377138,8.0974771384024,0.13820167802463,58.5917425471438,0,0,"ENSMUSG00000020300.10","Erythroblast vs CMP"
29925.5546926455,8.24292948006411,0.203303468165151,40.544952599471,0,0,"ENSMUSG00000020490.12","Erythroblast vs CMP"
52277.0163024542,8.49730758171129,0.17230610172583,49.3151867322264,0,0,"ENSMUSG00000020802.8","Erythroblast vs CMP"
31283.7640648394,7.29948030464937,0.189685089492209,38.4820985360012,0,0,"ENSMUSG00000021792.11","Erythroblast vs CMP"
242158.740169974,8.05249139088693,0.167765585880256,47.998469701852,0,0,"ENSMUSG00000022100.9","Erythroblast vs CMP"
136328.694932555,5.69933718400365,0.13245654396644,43.0279774281872,0,0,"ENSMUSG00000022797.11","Erythroblast vs CMP"
24033.7145064014,6.25477258612262,0.155384182343875,40.2535991229817,0,0,"ENSMUSG00000023926.7","Erythroblast vs CMP"
56782.8301966163,5.38854735068356,0.11529551302512,46.7368348455116,0,0,"ENSMUSG00000024052.13","Erythroblast vs CMP"
36726.2855360071,6.74047007179842,0.121566922608648,55.4465797698733,0,0,"ENSMUSG00000024588.8","Erythroblast vs CMP"
9659.11336451191,7.08162511781387,0.143335947478393,49.4057857948119,0,0,"ENSMUSG00000024663.13","Erythroblast vs CMP"
78746.7208794088,14.9537483247859,0.298441713123597,50.1060933080521,0,0,"ENSMUSG00000025270.9","Erythroblast vs CMP"
7864.59170204432,7.42034594408129,0.185621774822622,39.9756222090436,0,0,"ENSMUSG00000026203.12","Erythroblast vs CMP"
22690.7659100834,6.29833526504649,0.12698761325495,49.5980285289832,0,0,"ENSMUSG00000026311.12","Erythroblast vs CMP"
7716.92583219984,5.60468687524654,0.1422502353143,39.4001940514407,0,0,"ENSMUSG00000026317.7","Erythroblast vs CMP"
18031.6466379208,5.26823596195436,0.136490991135381,38.5976826611874,0,0,"ENSMUSG00000026457.10","Erythroblast vs CMP"
116200.963360822,6.8064161831814,0.167233364176165,40.7001091959823,0,0,"ENSMUSG00000026532.7","Erythroblast vs CMP"
17794.8909197024,6.10062175035424,0.123403171884328,49.4365068352755,0,0,"ENSMUSG00000026571.8","Erythroblast vs CMP"
25732.4064368864,4.63451835244439,0.115554685920516,40.106710649815,0,0,"ENSMUSG00000026880.10","Erythroblast vs CMP"
15715.3690696299,6.69215085407145,0.164710156542048,40.6298615371847,0,0,"ENSMUSG00000027078.10","Erythroblast vs CMP"
73678.756230087,7.19141924674256,0.125833798623348,57.1501403074405,0,0,"ENSMUSG00000027346.11","Erythroblast vs CMP"
57716.2740345557,5.28025396839838,0.123033380884752,42.9172467701634,0,0,"ENSMUSG00000028644.12","Erythroblast vs CMP"
